city,state,lat,lng,countyName
NEWPORT,OR,44.6242,-124.0513,LINCOLN
TUALATIN,OR,45.3772,-122.7746,WASHINGTON
SPRINGFIELD,OR,44.0538,-122.981,LANE
SCAPPOOSE,OR,45.7564,-122.8771,COLUMBIA
FLORENCE,OR,43.9914,-124.1062,LANE
ASTORIA,OR,46.1856,-123.8053,CLATSOP
CARLTON,OR,45.2945,-123.1753,YAMHILL
COTTAGE GROVE,OR,43.7961,-123.0573,LANE
BURNS,OR,43.5883,-119.0613,HARNEY
AURORA,OR,45.2285,-122.7572,MARION
DEPOE BAY,OR,44.8091,-124.0599,LINCOLN
SILVERTON,OR,45.0031,-122.7809,MARION
SHERWOOD,OR,45.3593,-122.8433,WASHINGTON
IRRIGON,OR,45.8959,-119.4883,MORROW
NESKOWIN,OR,45.1208,-123.9766,TILLAMOOK
ATHENA,OR,45.8132,-118.4924,UMATILLA
WILSONVILLE,OR,45.3107,-122.7705,CLACKAMAS
PORT ORFORD,OR,42.7497,-124.4973,CURRY
SUTHERLIN,OR,43.3884,-123.3231,DOUGLAS
GRAND RONDE,OR,45.0739,-123.621,POLK
MYRTLE CREEK,OR,43.0226,-123.2812,DOUGLAS
CORNELIUS,OR,45.519,-123.0514,WASHINGTON
RAINIER,OR,46.0768,-122.9404,COLUMBIA
STAYTON,OR,44.8033,-122.7983,MARION
GOLD BEACH,OR,42.3974,-124.4171,CURRY
NEWBERG,OR,45.3075,-122.9601,YAMHILL
JOSEPH,OR,45.3526,-117.2303,WALLOWA
ALSEA,OR,44.3818,-123.5958,BENTON
TALENT,OR,42.2404,-122.7807,JACKSON
PROSPECT,OR,42.7526,-122.4757,JACKSON
FOREST GROVE,OR,45.5244,-123.1101,WASHINGTON
CHILOQUIN,OR,42.5764,-121.8677,KLAMATH
WEST LINN,OR,45.3669,-122.6399,CLACKAMAS
WHITE CITY,OR,42.4316,-122.8322,JACKSON
ADRIAN,OR,43.7408,-117.0709,MALHEUR
LA GRANDE,OR,45.3243,-118.0865,UNION
CRANE,OR,43.4179,-118.5874,HARNEY
TYGH VALLEY,OR,45.2417,-121.1693,WASCO
MOLALLA,OR,45.1502,-122.5844,CLACKAMAS
O'BRIEN,OR,42.0702,-123.7077,JOSEPHINE
LAKESIDE,OR,43.5795,-124.1732,COOS
PACIFIC CITY,OR,45.2054,-123.9536,TILLAMOOK
SUMPTER,OR,44.7435,-118.1975,BAKER
ONTARIO,OR,44.0259,-116.9759,MALHEUR
IONE,OR,45.503,-119.8207,MORROW
JEFFERSON,OR,44.7171,-123.0069,MARION
WARRENTON,OR,46.1685,-123.9302,CLATSOP
MAUPIN,OR,45.1731,-121.0882,WASCO
SUNRIVER,OR,43.8816,-121.4368,DESCHUTES
LA PINE,OR,43.6866,-121.4856,DESCHUTES
UMATILLA,OR,45.912,-119.3145,UMATILLA
TILLAMOOK,OR,45.4562,-123.8331,TILLAMOOK
GLIDE,OR,43.3029,-123.0666,DOUGLAS
UKIAH,OR,45.1344,-118.933,UMATILLA
FAIRVIEW,OR,45.5471,-122.4391,MULTNOMAH
KLAMATH FALLS,OR,42.2191,-121.7754,KLAMATH
WINSTON,OR,43.12,-123.4242,DOUGLAS
INDEPENDENCE,OR,44.8551,-123.1948,POLK
VALE,OR,43.984,-117.2418,MALHEUR
LAFAYETTE,OR,45.2463,-123.1116,YAMHILL
HOOD RIVER,OR,45.7092,-121.5258,HOOD RIVER
NORTH PLAINS,OR,45.5974,-122.9946,WASHINGTON
YACHATS,OR,44.3126,-124.1022,LINCOLN
ARLINGTON,OR,45.7207,-120.1888,GILLIAM
REEDSPORT,OR,43.6983,-124.1122,DOUGLAS
DAMASCUS,OR,45.4233,-122.4437,CLACKAMAS
SANDY,OR,45.3986,-122.2692,CLACKAMAS
GASTON,OR,45.4348,-123.1449,WASHINGTON
OAKRIDGE,OR,43.745,-122.4637,LANE
RICHLAND,OR,44.7683,-117.1664,BAKER
SCOTTS MILLS,OR,45.041,-122.6689,MARION
BAKER CITY,OR,44.7749,-117.832,BAKER
WOODBURN,OR,45.1473,-122.8603,MARION
CENTRAL POINT,OR,42.3765,-122.911,JACKSON
SHADY COVE,OR,42.6115,-122.8178,JACKSON
CLATSKANIE,OR,46.1047,-123.2045,COLUMBIA
JOHN DAY,OR,44.4181,-118.9535,GRANT
MYRTLE POINT,OR,43.0617,-124.1326,COOS
WARREN,OR,45.8133,-122.8797,COLUMBIA
MERLIN,OR,42.5204,-123.4253,JOSEPHINE
SUBLIMITY,OR,44.8293,-122.7925,MARION
POWERS,OR,42.8859,-124.0734,COOS
MANZANITA,OR,45.7165,-123.9352,TILLAMOOK
JACKSONVILLE,OR,42.3127,-122.9692,JACKSON
LYONS,OR,44.7776,-122.6098,LINN
MONROE,OR,44.3168,-123.2989,BENTON
CASCADE LOCKS,OR,45.6763,-121.8719,HOOD RIVER
MOSIER,OR,45.685,-121.395,WASCO
BROWNSVILLE,OR,44.3923,-122.9833,LINN
DUNES CITY,OR,43.9079,-124.0985,LANE
TOLEDO,OR,44.6198,-123.9341,LINCOLN
MOUNT ANGEL,OR,45.0694,-122.797,MARION
GLADSTONE,OR,45.3864,-122.5933,CLACKAMAS
WESTFIR,OR,43.7579,-122.5095,LANE
DUFUR,OR,45.453,-121.1289,WASCO
TERREBONNE,OR,44.3533,-121.1807,DESCHUTES
WILLAMINA,OR,45.0786,-123.4847,YAMHILL
PHILOMATH,OR,44.5422,-123.3599,BENTON
LAKEVIEW,OR,42.1918,-120.3528,LAKE
OKLAHOMA CITY,OK,35.4676,-97.5136,OKLAHOMA
NORMAN,OK,35.2335,-97.3471,CLEVELAND
BURNEYVILLE,OK,33.9055,-97.2913,LOVE
DURANT,OK,33.9957,-96.3938,BRYAN
CLAREMORE,OK,36.3143,-95.6099,ROGERS
ADA,OK,34.7683,-96.6689,PONTOTOC
MIDWEST CITY,OK,35.463,-97.3709,OKLAHOMA
OWASSO,OK,36.2882,-95.8328,TULSA
GLENPOOL,OK,35.9485,-96.0052,TULSA
POTEAU,OK,35.043,-94.6357,LE FLORE
MUSKOGEE,OK,35.7431,-95.3568,MUSKOGEE
EDMOND,OK,35.6689,-97.4159,OKLAHOMA
HEALDTON,OK,34.2335,-97.4868,CARTER
TULSA,OK,36.1284,-95.9042,TULSA
QUAPAW,OK,36.9581,-94.7813,OTTAWA
GROVE,OK,36.593,-94.7879,DELAWARE
COLLINSVILLE,OK,36.3718,-95.8611,TULSA
OKMULGEE,OK,35.6136,-96.0069,OKMULGEE
JENKS,OK,35.9981,-95.9737,TULSA
LAWTON,OK,34.6176,-98.4203,COMANCHE
HARRAH,OK,35.4779,-97.1857,OKLAHOMA
ARDMORE,OK,34.1944,-97.1253,CARTER
MAYSVILLE,OK,34.8544,-97.3878,GARVIN
CLEVELAND,OK,36.3002,-96.4631,PAWNEE
SHAWNEE,OK,35.3529,-96.965,POTTAWATOMIE
HOLLIS,OK,34.6895,-99.9153,HARMON
EL RENO,OK,35.543,-97.966,CANADIAN
MIAMI,OK,36.8877,-94.8718,OTTAWA
BARTLESVILLE,OK,36.7357,-95.9453,WASHINGTON
STILLWATER,OK,36.1316,-97.074,PAYNE
BROKEN ARROW,OK,36.0365,-95.7809,TULSA
KINGSTON,OK,33.9979,-96.6952,MARSHALL
MCALESTER,OK,34.9262,-95.7698,PITTSBURG
TAHLEQUAH,OK,35.9116,-94.9773,CHEROKEE
TUTTLE,OK,35.3069,-97.7562,GRADY
SAPULPA,OK,36.0089,-96.1006,CREEK
BARNSDALL,OK,36.5609,-96.1626,OSAGE
CYRIL,OK,34.8986,-98.2031,CADDO
HAMMON,OK,35.6323,-99.3832,ROGER MILLS
HELENA,OK,36.5466,-98.2714,ALFALFA
TALIHINA,OK,34.7522,-95.0409,LE FLORE
COLCORD,OK,36.2647,-94.692,DELAWARE
ENID,OK,36.4061,-97.8701,GARFIELD
WILSON,OK,34.1685,-97.426,CARTER
POCOLA,OK,35.2456,-94.4774,LE FLORE
DUNCAN,OK,34.5424,-97.919,STEPHENS
SPENCER,OK,35.5108,-97.3715,OKLAHOMA
SEMINOLE,OK,35.2346,-96.65,SEMINOLE
ANTLERS,OK,34.2325,-95.6214,PUSHMATAHA
HENRYETTA,OK,35.4421,-95.9848,OKMULGEE
GUTHRIE,OK,35.8428,-97.4357,LOGAN
BESSIE,OK,35.3854,-98.9894,WASHITA
MOUNTAIN VIEW,OK,35.0994,-98.7502,KIOWA
DEWEY,OK,36.7915,-95.9328,WASHINGTON
CHECOTAH,OK,35.4821,-95.5224,MCINTOSH
YUKON,OK,35.5201,-97.7639,CANADIAN
CHICKASHA,OK,35.041,-97.9472,GRADY
HUGO,OK,34.0121,-95.5115,CHOCTAW
LANE,OK,34.2997,-95.9894,ATOKA
ALTUS,OK,34.6566,-99.3051,JACKSON
WEWOKA,OK,35.1441,-96.4967,SEMINOLE
KONAWA,OK,34.9582,-96.7535,SEMINOLE
KIEFER,OK,35.9439,-96.0527,CREEK
PONCA CITY,OK,36.7235,-97.0679,KAY
MEDICINE PARK,OK,34.7294,-98.4846,COMANCHE
WAGONER,OK,35.9641,-95.379,WAGONER
SAND SPRINGS,OK,36.1342,-96.1284,TULSA
WHITEFIELD,OK,35.2546,-95.2391,HASKELL
CARTWRIGHT,OK,33.8555,-96.561,BRYAN
STILWELL,OK,35.8151,-94.6312,ADAIR
WILBURTON,OK,34.9183,-95.3046,LATIMER
HOOKER,OK,36.8612,-101.216,TEXAS
KEOTA,OK,35.2569,-94.9224,HASKELL
CATOOSA,OK,36.1832,-95.7662,ROGERS
CLAYTON,OK,34.5857,-95.3561,PUSHMATAHA
TYRONE,OK,36.9556,-101.0679,TEXAS
SPRINGER,OK,34.2909,-97.1255,CARTER
SHATTUCK,OK,36.2651,-99.8774,ELLIS
BRISTOW,OK,35.8338,-96.3941,CREEK
ALEX,OK,34.9227,-97.7763,GRADY
BIXBY,OK,35.9454,-95.8773,TULSA
STRATFORD,OK,34.7952,-96.9603,GARVIN
RYAN,OK,34.0213,-97.9541,JEFFERSON
GUYMON,OK,36.6901,-101.4776,TEXAS
HOLDENVILLE,OK,35.0836,-96.4004,HUGHES
MUSTANG,OK,35.3917,-97.7246,CANADIAN
ELMORE CITY,OK,34.6299,-97.3909,GARVIN
ELK CITY,OK,35.385,-99.4331,BECKHAM
EUFAULA,OK,35.2922,-95.5862,MCINTOSH
LEHIGH,OK,34.4707,-96.2209,COAL
LANGLEY,OK,36.4707,-95.0539,MAYES
AMBER,OK,35.1602,-97.882,GRADY
ATOKA,OK,34.3857,-96.1313,ATOKA
INOLA,OK,36.1315,-95.5373,ROGERS
OCHELATA,OK,36.6011,-95.9808,WASHINGTON
AFTON,OK,36.6965,-94.9579,OTTAWA
SKIATOOK,OK,36.3694,-95.9819,OSAGE
WALTERS,OK,34.3612,-98.3563,COTTON
PERKINS,OK,35.978,-97.0299,PAYNE
CHOCTAW,OK,35.48,-97.2666,OKLAHOMA
BOKCHITO,OK,34.0179,-96.1416,BRYAN
OOLOGAH,OK,36.443600000000004,-95.7085,ROGERS
TECUMSEH,OK,35.2639,-96.9338,POTTAWATOMIE
ALVA,OK,36.7892,-98.6648,WOODS
PRUE,OK,36.2497,-96.2668,OSAGE
CRESCENT,OK,35.9516,-97.5949,LOGAN
NOWATA,OK,36.699,-95.6379,NOWATA
WATTS,OK,36.1073,-94.5717,ADAIR
HOWE,OK,34.95,-94.6408,LE FLORE
LUTHER,OK,35.668,-97.1905,OKLAHOMA
COWETA,OK,35.968,-95.6543,WAGONER
GERONIMO,OK,34.4852,-98.3893,COMANCHE
WOODWARD,OK,36.4247,-99.4057,WOODWARD
PURCELL,OK,35.018,-97.3747,MCCLAIN
TALALA,OK,36.5294,-95.7011,ROGERS
WARR ACRES,OK,35.5285,-97.6182,OKLAHOMA
NEWCASTLE,OK,35.2404,-97.5998,MCCLAIN
THACKERVILLE,OK,33.7937,-97.1422,LOVE
WATONGA,OK,35.8661,-98.4166,BLAINE
MUTUAL,OK,36.2304,-99.1679,WOODWARD
KENTON,OH,40.6448,-83.6095,HARDIN
WHEELERSBURG,OH,38.7383,-82.8421,SCIOTO
DAYTON,OH,39.7797,-84.1998,MONTGOMERY
REYNOLDSBURG,OH,39.9587,-82.7944,FRANKLIN
CUYAHOGA FALLS,OH,41.1641,-81.5207,SUMMIT
PERRYSBURG,OH,41.5377,-83.6413,WOOD
DELTA,OH,41.5753,-84.0084,FULTON
COLUMBUS,OH,39.9862,-82.985,FRANKLIN
AKRON,OH,41.0798,-81.5219,SUMMIT
CINCINNATI,OH,39.1413,-84.5061,HAMILTON
LOVELAND,OH,39.2679,-84.2731,HAMILTON
TOLEDO,OH,41.6639,-83.5822,LUCAS
CHILLICOTHE,OH,39.3393,-82.9937,ROSS
BETHESDA,OH,40.0164,-81.0727,BELMONT
AVON LAKE,OH,41.4945,-82.016,LORAIN
JAMESTOWN,OH,39.6599,-83.7424,GREENE
NEWARK,OH,40.0705,-82.4251,LICKING
AVON,OH,41.4485,-82.0187,LORAIN
WAUSEON,OH,41.5532,-84.141,FULTON
YOUNGSTOWN,OH,41.0993,-80.6463,MAHONING
DUBLIN,OH,40.1112,-83.1454,FRANKLIN
SHADYSIDE,OH,39.9716,-80.7511,BELMONT
MILAN,OH,41.2883,-82.5995,ERIE
PERRY,OH,41.7637,-81.143,LAKE
GENEVA,OH,41.8006,-80.9461,ASHTABULA
NORTH CANTON,OH,40.8742,-81.3971,STARK
BAY VILLAGE,OH,41.4851,-81.9315,CUYAHOGA
GALLIPOLIS,OH,38.818600000000004,-82.1934,GALLIA
MIAMISBURG,OH,39.6323,-84.2725,MONTGOMERY
PUT-IN-BAY,OH,41.6528,-82.8174,OTTAWA
GALION,OH,40.7385,-82.7792,CRAWFORD
CIRCLEVILLE,OH,39.6063,-82.9334,PICKAWAY
NORTH RIDGEVILLE,OH,41.3851,-82.0194,LORAIN
FAIRBORN,OH,39.801,-84.0093,GREENE
HILLIARD,OH,40.0353,-83.1578,FRANKLIN
CAIRO,OH,40.8307,-84.0847,ALLEN
LUCASVILLE,OH,38.8783,-82.9934,SCIOTO
ELYRIA,OH,41.3761,-82.1063,LORAIN
LANCASTER,OH,39.7249,-82.6049,FAIRFIELD
SHEFFIELD LAKE,OH,41.4884,-82.0978,LORAIN
GIRARD,OH,41.1666,-80.6963,TRUMBULL
RICHFIELD,OH,41.2353,-81.6421,SUMMIT
OREGON,OH,41.6528,-83.4322,LUCAS
SEBRING,OH,40.9207,-81.0231,MAHONING
OXFORD,OH,39.506100000000004,-84.7434,BUTLER
BOWLING GREEN,OH,41.3773,-83.65,WOOD
CHESHIRE,OH,38.9502,-82.113,GALLIA
WASHINGTON COURT HOUSE,OH,39.5383,-83.4279,FAYETTE
FAIRFIELD,OH,39.3301,-84.5409,BUTLER
CANTON,OH,40.8075,-81.3677,STARK
WEST UNION,OH,38.7917,-83.5441,ADAMS
WAKEMAN,OH,41.253,-82.4028,HURON
BEAVERCREEK,OH,39.731,-84.0624,GREENE
GLOUSTER,OH,39.5023,-82.0842,ATHENS
PLEASANT HILL,OH,40.0506,-84.3462,MIAMI
MEDINA,OH,41.1358,-81.8694,MEDINA
MANSFIELD,OH,40.7656,-82.5275,RICHLAND
BEAVER,OH,39.0319,-82.8252,PIKE
CARROLL,OH,39.8027,-82.7063,FAIRFIELD
ASHTABULA,OH,41.8806,-80.7984,ASHTABULA
HILLSBORO,OH,39.2123,-83.6112,HIGHLAND
MARIETTA,OH,39.4241,-81.4465,WASHINGTON
UPPER ARLINGTON,OH,40.0272,-83.0704,FRANKLIN
PEEBLES,OH,38.9463,-83.4094,ADAMS
SPRINGFIELD,OH,39.9297,-83.7957,CLARK
SPRINGBORO,OH,39.5612,-84.2348,WARREN
NELSONVILLE,OH,39.456,-82.2219,ATHENS
WOOSTER,OH,40.8171,-81.9335,WAYNE
LEBANON,OH,39.4251,-84.2135,WARREN
CLEVELAND,OH,41.4767,-81.6804,CUYAHOGA
MENTOR,OH,41.6895,-81.3361,LAKE
PICKERINGTON,OH,39.889,-82.7678,FAIRFIELD
SYLVANIA,OH,41.71,-83.7091,LUCAS
HUBER HEIGHTS,OH,39.8595,-84.113,MONTGOMERY
PATASKALA,OH,40.011,-82.7155,LICKING
CADIZ,OH,40.2644,-80.9981,HARRISON
WILMINGTON,OH,39.4387,-83.8184,CLINTON
TRENTON,OH,39.4792,-84.462,BUTLER
LAKEWOOD,OH,41.4824,-81.8008,CUYAHOGA
MAUMEE,OH,41.5696,-83.6636,LUCAS
MILFORD,OH,39.1699,-84.2811,CLERMONT
PIQUA,OH,40.1505,-84.2441,MIAMI
PORT CLINTON,OH,41.5096,-82.9385,OTTAWA
FRANKLIN,OH,39.5538,-84.295,WARREN
FREMONT,OH,41.3536,-83.1148,SANDUSKY
RAVENNA,OH,41.1613,-81.2421,PORTAGE
JACKSON,OH,39.046,-82.6492,JACKSON
HUDSON,OH,41.2399,-81.4408,SUMMIT
MONROE,OH,39.4461,-84.3666,BUTLER
CLYDE,OH,41.3046,-82.9782,SANDUSKY
BERLIN HEIGHTS,OH,41.3204,-82.4904,ERIE
MASSILLON,OH,40.7838,-81.5254,STARK
FAIRLAWN,OH,41.127,-81.6215,SUMMIT
SUGAR GROVE,OH,39.628,-82.5455,FAIRFIELD
MIDDLETOWN,OH,39.5032,-84.366,BUTLER
MARYSVILLE,OH,40.2278,-83.3595,UNION
DEFIANCE,OH,41.281,-84.3661,DEFIANCE
NORTH ROYALTON,OH,41.3138,-81.7452,CUYAHOGA
WAPAKONETA,OH,40.5663,-84.1915,AUGLAIZE
VANDALIA,OH,39.879,-84.193,MONTGOMERY
SOUTH CHARLESTON,OH,39.8243,-83.6416,CLARK
ATWATER,OH,41.0266,-81.1622,PORTAGE
SANDUSKY,OH,41.4437,-82.7149,ERIE
MCCOMB,OH,41.1068,-83.7898,HANCOCK
WILLARD,OH,41.0518,-82.7232,HURON
TIPP CITY,OH,39.9643,-84.1858,MIAMI
LAGRANGE,OH,41.2401,-82.1181,LORAIN
BRUNSWICK,OH,41.2464,-81.8198,MEDINA
BRECKSVILLE,OH,41.3079,-81.6193,CUYAHOGA
WEST UNITY,OH,41.5889,-84.4305,WILLIAMS
TALLMADGE,OH,41.1023,-81.4216,SUMMIT
MIDDLEFIELD,OH,41.4604,-81.0734,GEAUGA
WESTLAKE,OH,41.4524,-81.9295,CUYAHOGA
CANFIELD,OH,41.0315,-80.7672,MAHONING
PAINESVILLE,OH,41.724,-81.2536,LAKE
ATHENS,OH,39.3269,-82.0988,ATHENS
SALEM,OH,40.9049,-80.8491,COLUMBIANA
CHERRY FORK,OH,38.8872,-83.6126,ADAMS
BLANCHESTER,OH,39.2934,-83.9797,CLINTON
MORROW,OH,39.35,-84.1231,WARREN
CHARDON,OH,41.5803,-81.2082,GEAUGA
MASON,OH,39.3571,-84.3023,WARREN
STREETSBORO,OH,41.2396,-81.3456,PORTAGE
ALBANY,OH,39.2245,-82.1977,ATHENS
STRONGSVILLE,OH,41.3128,-81.8313,CUYAHOGA
STONE CREEK,OH,40.3997,-81.558,TUSCARAWAS
MCDONALD,OH,41.1634,-80.723,TRUMBULL
SUMMERFIELD,OH,39.7969,-81.3355,NOBLE
MOUNT VERNON,OH,40.3854,-82.4734,KNOX
MIAMIVILLE,OH,39.2123,-84.3001,CLERMONT
NEW PHILADELPHIA,OH,40.486,-81.4402,TUSCARAWAS
AURORA,OH,41.3118,-81.345,PORTAGE
ENGLEWOOD,OH,39.8644,-84.3071,MONTGOMERY
OAK HARBOR,OH,41.5122,-83.1425,OTTAWA
MINERAL CITY,OH,40.6018,-81.361,TUSCARAWAS
LIMA,OH,40.741,-84.1121,ALLEN
POMEROY,OH,39.0292,-82.034,MEIGS
INDEPENDENCE,OH,41.378,-81.6385,CUYAHOGA
EVENDALE,OH,39.2509,-84.4268,HAMILTON
GROVEPORT,OH,39.8585,-82.8978,FRANKLIN
WILLIAMSBURG,OH,39.0556,-84.0478,CLERMONT
STRUTHERS,OH,41.051,-80.592,MAHONING
AMELIA,OH,39.0229,-84.2184,CLERMONT
ORWELL,OH,41.5364,-80.8596,ASHTABULA
MCARTHUR,OH,39.2466,-82.4787,VINTON
OLD WASHINGTON,OH,40.0376,-81.4442,GUERNSEY
BARBERTON,OH,41.0094,-81.6038,SUMMIT
MAINEVILLE,OH,39.3126,-84.1985,WARREN
NEW HOLLAND,OH,39.5544,-83.2595,PICKAWAY
FRESNO,OH,40.3308,-81.7386,COSHOCTON
CROWN CITY,OH,38.5901,-82.2912,GALLIA
CANAL WINCHESTER,OH,39.8432,-82.8121,FAIRFIELD
NILES,OH,41.1878,-80.753,TRUMBULL
SIDNEY,OH,40.2891,-84.1667,SHELBY
HOLLAND,OH,41.6192,-83.7083,LUCAS
COLDWATER,OH,40.4833,-84.6317,MERCER
DELAWARE,OH,40.2866,-83.074700000000007,DELAWARE
VAN WERT,OH,40.865,-84.5879,VAN WERT
BEREA,OH,41.3696,-81.8642,CUYAHOGA
BROOK PARK,OH,41.4036,-81.8219,CUYAHOGA
LAFAYETTE,OH,40.7589,-83.9499,ALLEN
UPPER SANDUSKY,OH,40.8298,-83.2721,WYANDOT
EATON,OH,39.7506,-84.6343,PREBLE
CATAWBA,OH,39.9996,-83.6219,CLARK
OLMSTED FALLS,OH,41.3658,-81.9042,CUYAHOGA
EUCLID,OH,41.5904,-81.5188,CUYAHOGA
CHAGRIN FALLS,OH,41.4321,-81.3887,CUYAHOGA
CONVOY,OH,40.9177,-84.7053,VAN WERT
SPENCERVILLE,OH,40.7079,-84.3526,ALLEN
CAMPBELL,OH,41.0777,-80.5904,MAHONING
FRANKLIN FURNACE,OH,38.6115,-82.8439,SCIOTO
LORAIN,OH,41.4409,-82.184,LORAIN
NORTH KINGSVILLE,OH,41.9189,-80.6724,ASHTABULA
BELLEFONTAINE,OH,40.3627,-83.763,LOGAN
OBERLIN,OH,41.2857,-82.2197,LORAIN
HURON,OH,41.3913,-82.5635,ERIE
KIMBOLTON,OH,40.1508,-81.5758,GUERNSEY
UNIONTOWN,OH,40.9736,-81.4045,STARK
ROSEVILLE,OH,39.8064,-82.0758,MUSKINGUM
IRONTON,OH,38.5319,-82.6777,LAWRENCE
JENERA,OH,40.8995,-83.7271,HANCOCK
WAVERLY,OH,39.1256,-82.9836,PIKE
FLETCHER,OH,40.1419,-84.1119,MIAMI
MARTINSVILLE,OH,39.3224,-83.8109,CLINTON
KINGS MILLS,OH,39.3586,-84.2505,WARREN
BAINBRIDGE,OH,41.3944,-81.3366,GEAUGA
CORTLAND,OH,41.332,-80.7195,TRUMBULL
HAMILTON,OH,39.3938,-84.5653,BUTLER
DANVILLE,OH,40.447,-82.2608,KNOX
HEATH,OH,40.0241,-82.4412,LICKING
GROVE CITY,OH,39.8659,-83.0694,FRANKLIN
BETHEL,OH,38.9627,-84.0846,CLERMONT
FINDLAY,OH,41.0467,-83.6379,HANCOCK
KENT,OH,41.149,-81.361,PORTAGE
SOUTH POINT,OH,38.4214,-82.5784,LAWRENCE
BATAVIA,OH,39.0815,-84.1718,CLERMONT
TROY,OH,40.0436,-84.2191,MIAMI
BUCYRUS,OH,40.8054,-82.9719,CRAWFORD
NEWPORT,OH,39.3965,-81.2248,WASHINGTON
GLANDORF,OH,41.0279,-84.0791,PUTNAM
HARRISON,OH,39.2582,-84.7868,HAMILTON
JEFFERSON,OH,41.7384,-80.7689,ASHTABULA
BLOOMINGDALE,OH,40.3422,-80.818,JEFFERSON
CLAYTON,OH,39.8689,-84.3292,MONTGOMERY
WATERVILLE,OH,41.5015,-83.7365,LUCAS
ROCKY RIVER,OH,41.4703,-81.8526,CUYAHOGA
POWELL,OH,40.1684,-83.0826,DELAWARE
MANCHESTER,OH,38.6902,-83.6053,ADAMS
BLUFFTON,OH,40.8912,-83.8887,ALLEN
GRAFTON,OH,41.2808,-82.0367,LORAIN
MINERAL RIDGE,OH,41.1379,-80.7653,TRUMBULL
PORTSMOUTH,OH,38.7539,-82.9446,SCIOTO
ASHLAND,OH,40.8668,-82.3156,ASHLAND
NEW BLOOMINGTON,OH,40.5837,-83.3125,MARION
CONNEAUT,OH,41.9278,-80.5685,ASHTABULA
ZANESVILLE,OH,39.9565,-82.0132,MUSKINGUM
LOUISVILLE,OH,40.8371,-81.2643,STARK
MINSTER,OH,40.3947,-84.3789,AUGLAIZE
ROSS,OH,39.3146,-84.6599,BUTLER
CLINTON,OH,40.9284,-81.6304,SUMMIT
MADISON,OH,41.7722,-81.053,LAKE
CARROLLTON,OH,40.5788,-81.0907,CARROLL
COSHOCTON,OH,40.2618,-81.848,COSHOCTON
BROADVIEW HEIGHTS,OH,41.3195,-81.6782,CUYAHOGA
SOUTH LEBANON,OH,39.3672,-84.2204,WARREN
SHELBY,OH,40.8847,-82.6578,RICHLAND
VALLEY CITY,OH,41.2354,-81.9357,MEDINA
SUNBURY,OH,40.2485,-82.8804,DELAWARE
CAMBRIDGE,OH,40.0221,-81.5868,GUERNSEY
ASHVILLE,OH,39.7239,-82.9575,PICKAWAY
TIFFIN,OH,41.1165,-83.1805,SENECA
WARREN,OH,41.239,-80.8174,TRUMBULL
KIRTLAND,OH,41.5969,-81.3406,LAKE
ANTWERP,OH,41.1798,-84.7377,PAULDING
HARTVILLE,OH,40.9618,-81.3347,STARK
CRESTLINE,OH,40.7836,-82.7458,CRAWFORD
WARSAW,OH,40.336,-82.0019,COSHOCTON
DOYLESTOWN,OH,40.97,-81.6954,WAYNE
NORTH FAIRFIELD,OH,41.1045,-82.6139,HURON
RIPLEY,OH,38.7325,-83.8346,BROWN
TONTOGANY,OH,41.4212,-83.741,WOOD
NEW PARIS,OH,39.8565,-84.7922,PREBLE
NEW WASHINGTON,OH,40.9604,-82.8547,CRAWFORD
PROCTORVILLE,OH,38.4375,-82.3818,LAWRENCE
NORWALK,OH,41.2443,-82.6088,HURON
CUSTAR,OH,41.2846,-83.8438,WOOD
ORRVILLE,OH,40.848,-81.7743,WAYNE
WADSWORTH,OH,41.0279,-81.7324,MEDINA
XENIA,OH,39.6828,-83.9414,GREENE
CLARKSVILLE,OH,39.4016,-83.9828,CLINTON
WESTERVILLE,OH,40.1241,-82.9209,FRANKLIN
ASHLEY,OH,40.4098,-82.9516,DELAWARE
JUNCTION CITY,OH,39.7218,-82.2997,PERRY
ENON,OH,39.865,-83.9331,CLARK
DRESDEN,OH,40.122,-82.013,MUSKINGUM
NEW LEXINGTON,OH,39.716,-82.208,PERRY
SYCAMORE,OH,40.9517,-83.1709,WYANDOT
ORIENT,OH,39.8056,-83.1528,PICKAWAY
BURBANK,OH,40.9862,-81.9949,WAYNE
MARION,OH,40.5933,-83.1237,MARION
GREEN,OH,40.9483,-81.4757,SUMMIT
MONTPELIER,OH,41.5817,-84.5968,WILLIAMS
GRANVILLE,OH,40.0648,-82.5023,LICKING
MANTUA,OH,41.2819,-81.2221,PORTAGE
WAYNESBURG,OH,40.6682,-81.2598,STARK
WEST PORTSMOUTH,OH,38.7622,-83.0416,SCIOTO
ALLIANCE,OH,40.9107,-81.1189,STARK
BROOKVILLE,OH,39.8393,-84.4176,MONTGOMERY
WAYNESVILLE,OH,39.5329,-84.0903,WARREN
MORRAL,OH,40.6914,-83.2098,MARION
FOSTORIA,OH,41.1601,-83.412,SENECA
HOLLANSBURG,OH,39.9986,-84.7927,DARKE
MILLERSBURG,OH,40.5534,-81.9171,HOLMES
SENECAVILLE,OH,39.9348,-81.4594,GUERNSEY
RITTMAN,OH,40.9736,-81.7849,WAYNE
PLAIN CITY,OH,40.1067,-83.2693,MADISON
MOUNT ORAB,OH,39.0293,-83.9267,BROWN
LISBON,OH,40.7752,-80.7628,COLUMBIANA
